авангард1|"передовая часть"|vanguard/avant-guarde
коллектор2|"сборщик долгов"|collector
коллекторы1|"сливные резервуары"|manifolds/sewers
коллекторы2|"сборщики долгов"|collectors
колкий1|"колючий"|prickly
колкий2|"легко раскалываемый"|cleavable
колода1|напр.карточная|pack
колода2|деревянная|block/log
колонии1|"порабощенные страны"|colonies
колонии2|"землячества"|associations
колонии3|для преступников|reformatories
колония1|"порабощенная страна"|colony
колония2|"землячество"|association
колония3|для преступников|reformatory
колонка1|напр.газовая|waterheater
колонка2|в газете|column
колонка3|бензо-/водо-|pump
колонка4|"динамик"|loudspeaker
колонки1|напр.газовые|waterheaters
колонки2|в газете|columns
колонки3|бензо-/водо-|pumps
колонки4|"динамики"|loudspeakers
колонна1|"сооружение"|pillar
колонна2|людей/машин...|column of people/cars
